Author,All Votes,Median,Raters,Address,Vote,Address,Vote
acs26,88-90,89.0,raptorak-unthinkingbit
alyssa85,70-85-90,85.0,fheenix-unthinkingbit-wiser,http://devtome.com/doku.php?id=rating_fheenix_30,70
ashleysly,65-90,77.5,raptorak-unthinkingbit,http://devtome.com/doku.php?id=rating_raptorak_30,65
athanasios_motok,60-87,73.5,smeagol-wiser,http://devtome.com/doku.php?id=rating_wiser_30,60
atruk,50-80-95,80.0,alyssa85-smeagol-unthinkingbit,http://devtome.com/doku.php?id=rating_smeagol_30,95
backa18,70,70.0,fheenix,http://devtome.com/doku.php?id=rating_fheenix_30,70
balthozar,93-98,95.5,alyssa85-weisoq,http://devtome.com/doku.php?id=rating_weisoq_30,93
barnacle_ed,70-90-90,90.0,alyssa85-unthinkingbit-wiser,http://devtome.com/doku.php?id=rating_alyssa85_30,70
bitcoinalchemist,71-85,78.0,raptorak-unthinkingbit
bmlzootown,60,60.0,raptorak
boelens,70-76,73.0,alyssa85-unthinkingbit,http://devtome.com/doku.php?id=rating_alyssa85_30,70
caramelsunshine,95,95.0,smeagol
ceebizcut,75-93,84.0,raptorak-smeagol
cryptoaddicto,50-70-95,70.0,alyssa85-alyssa85-raptorak
cryptobyte,99,99.0,smeagol,http://devtome.com/doku.php?id=rating_smeagol_30,99
cryptopi,60-75-75,75.0,alyssa85-smeagol-unthinkingbit,http://devtome.com/doku.php?id=rating_alyssa85_30,60
deadsea33,78-95,86.5,raptorak-unthinkingbit,http://devtome.com/doku.php?id=rating_raptorak_30,95
devguy,75,75.0,wiser,http://devtome.com/doku.php?id=rating_wiser_30,75
devtome_writer,30-70-75,70.0,alyssa85-alyssa85-fheenix,http://devtome.com/doku.php?id=rating_fheenix_30,75
dexter,60-60-70-80,65.0,fheenix-raptorak-unthinkingbit-wiser,http://devtome.com/doku.php?id=rating_fheenix_30,70,http://devtome.com/doku.php?id=rating_raptorak_30,80
diamondcardz,90-90-90-90,90.0,alyssa85-fheenix-unthinkingbit-wiser,http://devtome.com/doku.php?id=rating_alyssa85_30,90
dinkleberg,90,90.0,raptorak,http://devtome.com/doku.php?id=rating_raptorak_30,90
eammy,80-95,87.5,fheenix-raptorak
ecafe,80-95,87.5,fheenix-weisoq,http://devtome.com/doku.php?id=rating_weisoq_30,80
eeharris,95-95-99,95.0,raptorak-smeagol-wiser,http://devtome.com/doku.php?id=rating_wiser_30,95
emfox,60-61-80-90-90,80.0,fheenix-raptorak-smeagol-unthinkingbit-wiser,http://devtome.com/doku.php?id=rating_wiser_30,60
emilianoz,70-80-85,80.0,alyssa85-raptorak-smeagol,http://devtome.com/doku.php?id=rating_raptorak_30,80
eroxors,47,47.0,weisoq,http://devtome.com/doku.php?id=rating_weisoq_30,47
estera,70,70.0,fheenix,http://devtome.com/doku.php?id=rating_fheenix_30,70
fheenix,60,60.0,alyssa85
finshaggy,70-75,72.5,unthinkingbit-wiser,http://devtome.com/doku.php?id=rating_wiser_30,70
fuzzybear,80-90-90,90.0,raptorak-unthinkingbit-wiser,http://devtome.com/doku.php?id=rating_raptorak_30,80
gabcab,76-85,80.5,smeagol-unthinkingbit,http://devtome.com/doku.php?id=rating_smeagol_30,85
giftculturewriting,75,75.0,alyssa85,http://devtome.com/doku.php?id=rating_alyssa85_30,75
glongsword,78-90-92,90.0,fheenix-raptorak-smeagol,http://devtome.com/doku.php?id=rating_fheenix_30,78
gorgorom,95,95.0,smeagol,http://devtome.com/doku.php?id=rating_smeagol_30,95
grantbills,71-98,84.5,fheenix-weisoq,http://devtome.com/doku.php?id=rating_weisoq_30,71
grc,95-99-99,99.0,fheenix-raptorak-smeagol,http://devtome.com/doku.php?id=rating_smeagol_30,99
hayek,15-70,42.5,alyssa85-raptorak,http://devtome.com/doku.php?id=rating_raptorak_30,70
heliumbm,60-95,77.5,smeagol-wiser,http://devtome.com/doku.php?id=rating_smeagol_30,95
hellinoos,80-85,82.5,alyssa85-weisoq,http://devtome.com/doku.php?id=rating_weisoq_30,85
hemingway,60-90,75.0,weisoq-wiser,http://devtome.com/doku.php?id=rating_weisoq_30,90
ianberble,99,99.0,smeagol
ibrennan,90,90.0,fheenix
icoin,80-99,89.5,fheenix-raptorak
imatt1990,65,65.0,fheenix,http://devtome.com/doku.php?id=rating_fheenix_30,65
jackjack,90-95,92.5,raptorak-unthinkingbit
jackrussell,75-76-99-99,87.5,raptorak-smeagol-unthinkingbit-wiser,http://devtome.com/doku.php?id=rating_wiser_30,75
jdean1,30-79-85,79.0,alyssa85-raptorak-weisoq,http://devtome.com/doku.php?id=rating_weisoq_30,79
jessiewaterfield,85-88-90,88.0,raptorak-unthinkingbit-wiser
jungle_dave,80,80.0,smeagol
kickaha4,85,85.0,alyssa85
knotwork,50-75,62.5,alyssa85-alyssa85,http://devtome.com/doku.php?id=rating_alyssa85_30,75
kumala,85-95,90.0,fheenix-raptorak
lawyer,85-92,88.5,raptorak-smeagol
leojane,50-50-71-90,60.5,fheenix-smeagol-unthinkingbit-unthinkingbit,http://devtome.com/doku.php?id=rating_smeagol_30,90
mabtc,89,89.0,smeagol
maitotoxin,50-80-85,80.0,alyssa85-fheenix-raptorak,http://devtome.com/doku.php?id=rating_alyssa85_30,80
marticps,97-99,98.0,raptorak-smeagol,http://devtome.com/doku.php?id=rating_raptorak_30,97
matt2416,70,70.0,alyssa85
matt608,70-90,80.0,fheenix-wiser,http://devtome.com/doku.php?id=rating_wiser_30,90
maximilian_wilhelm,95,95.0,fheenix
meta-p02,90-90-95-95,92.5,alyssa85-smeagol-unthinkingbit-wiser,http://devtome.com/doku.php?id=rating_smeagol_30,95
metallicsoul92,99-99,99.0,raptorak-smeagol,http://devtome.com/doku.php?id=rating_smeagol_30,99
metazilla,90-95-97,95.0,raptorak-smeagol-wiser,http://devtome.com/doku.php?id=rating_smeagol_30,97
mistercoin,80,80.0,smeagol
mosinnagant,65-90,77.5,unthinkingbit-wiser
moxy_jane,85,85.0,fheenix
mrc,85-90,87.5,fheenix-wiser,http://devtome.com/doku.php?id=rating_wiser_30,90
mrelite,80,80.0,raptorak,http://devtome.com/doku.php?id=rating_raptorak_30,80
nascentengineer,80,80.0,fheenix,http://devtome.com/doku.php?id=rating_fheenix_30,80
nik1ab,65-85,75.0,alyssa85-wiser,http://devtome.com/doku.php?id=rating_alyssa85_30,85
ninthaxis,95,95.0,smeagol,http://devtome.com/doku.php?id=rating_smeagol_30,95
odolvlobo,90,90.0,wiser
ondratra,65-82-95,82.0,smeagol-weisoq-wiser,http://devtome.com/doku.php?id=rating_weisoq_30,82
operaficionado,90,90.0,wiser,http://devtome.com/doku.php?id=rating_wiser_30,90
osoverflow,20-61,40.5,fheenix-unthinkingbit
pb321go,75-80,77.5,alyssa85-fheenix,http://devtome.com/doku.php?id=rating_alyssa85_30,80
penguinwriter,75-90,82.5,alyssa85-raptorak,http://devtome.com/doku.php?id=rating_raptorak_30,75
pepegom,80-92,86.0,alyssa85-smeagol,http://devtome.com/doku.php?id=rating_alyssa85_30,80
physicalartcoin,65-92,78.5,smeagol-unthinkingbit
prdkojistic,85-85-92,85.0,smeagol-unthinkingbit-wiser,http://devtome.com/doku.php?id=rating_smeagol_30,92
psalm,65-80,72.5,fheenix-raptorak,http://devtome.com/doku.php?id=rating_fheenix_30,65,http://devtome.com/doku.php?id=rating_raptorak_30,80
python,99,99.0,raptorak
randomcount,50-70-75,70.0,fheenix-unthinkingbit-wiser
raptorak,80,80.0,unthinkingbit
sceeth0,80-91,85.5,alyssa85-smeagol
serena,85-99,92.0,raptorak-unthinkingbit
shakezula,85-91,88.0,fheenix-smeagol
shortstain,50,50.0,alyssa85
smeagol,90,90.0,wiser
stealtheh,70-80-95,80.0,alyssa85-fheenix-raptorak,http://devtome.com/doku.php?id=rating_fheenix_30,70
termhn,65-85-90,85.0,alyssa85-fheenix-wiser,http://devtome.com/doku.php?id=rating_alyssa85_30,85
the_goat_master,90,90.0,wiser
thedischarger,50-82-90,82.0,smeagol-unthinkingbit-wiser
theokep,70-70,70.0,alyssa85-fheenix
tom,80-80-87,80.0,unthinkingbit-weisoq-wiser,http://devtome.com/doku.php?id=rating_weisoq_30,80
tosku,75-85,80.0,smeagol-weisoq,http://devtome.com/doku.php?id=rating_weisoq_30,85
unthinkingbit,85-92-95,92.0,alyssa85-fheenix-wiser
vehementchrome,85,85.0,wiser,http://devtome.com/doku.php?id=rating_wiser_30,85
veruminnumeris,65-77,71.0,weisoq-wiser,http://devtome.com/doku.php?id=rating_weisoq_30,77
vilmanoella,35-60-60-90,60.0,alyssa85-alyssa85-raptorak-unthinkingbit,http://devtome.com/doku.php?id=rating_raptorak_30,35
wardsmith,88,88.0,unthinkingbit
wed,70,70.0,weisoq,http://devtome.com/doku.php?id=rating_weisoq_30,70
weisoq,95,95.0,smeagol
wildelf,90-90-95,90.0,fheenix-unthinkingbit-wiser
wiser,80,80.0,alyssa85,http://devtome.com/doku.php?id=rating_alyssa85_30,80
wolf,85-89,87.0,smeagol-wiser,http://devtome.com/doku.php?id=rating_wiser_30,85
xenophaux,70-80-95,80.0,fheenix-raptorak-unthinkingbit,http://devtome.com/doku.php?id=rating_fheenix_30,70
yungbull,80-85-85,85.0,fheenix-unthinkingbit-wiser,http://devtome.com/doku.php?id=rating_wiser_30,85
